,word,average/std,percent_std,rating,word_count,divisor,percent,type,normilization_divisor,normilized_percent,mean,median,mode,zeros,total_word_count,percent_average
168553,nostarnostarnostarnostarnostar,2.6679865654726886,0.0001513464620550387,,,,,1,0.004037903274946654,0.0,6.092776939784974,11,3,0,308.0,40379.03274946654
168564,overhead,2.505379684050176,0.00016185058071009918,,,,,1,0.0040549715676280575,0.0,6.295575869757216,11,3,1,308.0,40549.715676280575
168575,handicap,1.547802565438945,0.0002275161902948003,,,,,1,0.00352150143017187,0.0,7.681476532798322,11,11,1,308.0,35215.0143017187
168586,differing,3.9297099071991055,9.452289000483032e-05,,,,,1,0.0037144753730907324,0.0,6.671451601850433,11,11,0,308.0,37144.75373090732
168597,defined,2.278484598862365,0.000202686939433961,,,,,1,0.00461819069890829,0.0,5.962987495272853,11,4,1,308.0,46181.90698908292
168608,loans,1.4867732395970532,0.00020402801047680611,,,,,1,0.0030334338610514258,0.0,8.0508971946234,11,11,2,308.0,30334.33861051424
168619,versatile,1.1930498934893905,0.00023020836502269081,,,,,1,0.0027465006537068797,0.0,8.534773243268994,11,10,3,309.0,27465.006537068795
168630,refer,4.043599609860974,8.697514630720584e-05,,,,,1,0.003516926676754185,0.0,6.592581496170068,11,6,1,309.0,35169.26676754185
168641,extras,1.7936516607083846,0.00018788974346375448,,,,,1,0.0033700875039383554,0.0,7.165949722174028,11,3,1,309.0,33700.87503938355
168652,dishes,1.451426664119366,0.00021432466763756533,,,,,1,0.0031107653738768333,0.0,7.3826505200370445,11,11,2,309.0,31107.653738768327
168663,identify,3.0938075451059506,0.00014473799386623723,,,,,1,0.004477914974868635,0.0,5.836462658669501,11,3,0,309.0,44779.149748686345
168674,soul,1.5921323668223362,0.0003930682661015334,,,,,1,0.006258167088309861,0.0,5.082725089193981,11,4,0,309.0,62581.670883098624
168685,mastered,1.3910270324553702,0.00020490745494792658,,,,,1,0.0028503180898419673,0.0,8.404813614660663,11,11,2,309.0,28503.180898419687
168696,prefers,2.0473884334049623,0.00013113999216115356,,,,,1,0.0026849450310756314,0.0,7.171589864599039,11,10,2,309.0,26849.45031075632
168707,ignoring,2.3179067797404684,0.00022094592765339413,,,,,1,0.005121320636638497,0.0,5.434868098852564,11,2,0,309.0,51213.20636638494
168718,spoiled,2.3285236621163943,0.00022999837333312006,,,,,1,0.0053555665455445045,0.0,5.357278023297335,11,4,0,309.0,53555.66545544504
168729,merits,3.9452380613704574,0.00010309973268553011,,,,,1,0.004067529895080734,0.0,6.298453140258109,11,4,1,309.0,40675.29895080734
168740,competent,2.274590820761564,0.00023371705700663432,,,,,1,0.005316106725226976,0.0,5.397272524239952,11,2,0,310.0,53161.06725226973
168751,pictionary,1.6623756312330191,0.0003392795466837704,,,,,1,0.005640100505828853,0.0,5.076427373991375,11,4,0,310.0,56401.00505828852
168762,virulent,0.8007828371032986,0.00029869240363684533,,,,,1,0.0023918775040551667,0.0,9.69640829104849,11,11,4,310.0,23918.77504055167
168773,light-medium,1.3671730509091304,0.00017809226554898395,,,,,1,0.002434829460339235,0.0,8.263243984564115,11,10,2,310.0,24348.29460339234
168784,estate,4.095597066504674,9.576026268629843e-05,,,,,1,0.00392195450945721,0.0,6.511810003474794,11,3,1,310.0,39219.5450945721
168795,viking,2.103454309987074,0.0001695182440684388,,,,,1,0.003565738811071984,0.0,6.553022869142605,11,2,1,310.0,35657.38811071984
168806,sharing,2.2999926407146143,0.000139644434980097,,,,,1,0.0032118117277097347,0.0,7.243642402510745,11,3,1,310.0,32118.11727709735
168817,deadly,3.5906044787883897,0.0001052539595676894,,,,,1,0.0037792533863395764,0.0,6.632749019584086,11,10,0,310.0,37792.53386339576
168828,discuss,1.6437858492615602,0.0002912806440649425,,,,,1,0.004788030008777457,0.0,5.661408018044801,11,2,0,310.0,47880.30008777457
168839,httpswwwyoutubecomwatch,1.41535872474113,0.0001900497085493731,,,,,1,0.0026898851312986407,0.0,8.210261462538064,11,10,3,311.0,26898.851312986408
168850,beers,1.851024527268343,0.00021068503283888984,,,,,1,0.0038998316331312136,0.0,6.27411463097357,11,4,1,311.0,38998.31633131213
168861,youngest,2.83645977812159,0.00011197884850477705,,,,,1,0.0031762349978417107,0.0,6.598007192568668,11,8,2,311.0,31762.349978417114
168872,independent,4.355576021910865,8.558770778709757e-05,,,,,1,0.0037278376780779604,0.0,6.251322386832093,11,2,0,311.0,37278.376780779596
168883,contents,2.3334372329660296,0.00019951004019616364,,,,,1,0.004655441561442775,0.0,5.821170458790692,11,2,0,311.0,46554.415614427766
168894,dictated,1.3905437329019184,0.0003575949746371561,,,,,1,0.004972514508989179,0.0,5.681354125149973,11,4,1,311.0,49725.14508989178
168905,unfold,1.895765080112228,0.0001894790115303528,,,,,1,0.003592076934734249,0.0,7.363834040249831,11,11,1,311.0,35920.76934734249
168916,named,1.885104376095384,0.00027141203530156084,,,,,1,0.005116400154719272,0.0,5.371720668223362,11,2,0,311.0,51164.00154719271
168927,surpassed,2.1751933022143715,0.00018624831205125376,,,,,1,0.004051260809226195,0.0,6.608561236992483,11,5,1,311.0,40512.608092261944
168938,weighted,2.0190429658637274,0.00013869890659876894,,,,,1,0.002800390517412345,0.0,7.8464887217007995,11,10,2,311.0,28003.90517412345
168949,transparent,1.8643860853389669,0.0002542968169393225,,,,,1,0.004741074470476634,0.0,5.928480669771724,11,5,1,311.0,47410.74470476633
168960,follows,1.4937663838979998,0.00032035996944960565,,,,,1,0.004785429531104112,0.0,5.906426370083284,11,3,1,311.0,47854.29531104111
168971,lean,3.134366487470497,0.00010820684611706767,,,,,1,0.0033915991218421405,0.0,6.705381793678495,11,2,1,311.0,33915.991218421404
168982,majorities,2.5167139908517564,0.00013074195827576774,,,,,1,0.003290401155839812,0.0,6.665399635182286,11,7,2,312.0,32904.011558398124
168993,don039t,1.4273012771656353,0.0004580560632366627,,,,,1,0.006537840040711517,0.0,5.094154835998031,11,2,0,312.0,65378.40040711518
169004,garbage,0.5472554436506807,0.004232781063686663,,,,,1,0.02316412478884045,0.0,2.851338731786322,11,2,0,312.0,231641.2478884045
169015,bore,1.2166810802879366,0.0007170812190606053,,,,,1,0.008724591522608478,0.0,4.36494442931404,11,2,0,312.0,87245.91522608478
169026,strategize,2.569319332821257,0.00017630945124223266,,,,,1,0.004529952816357752,0.0,5.880676115056865,11,3,0,312.0,45299.52816357752
169037,clone,1.9504614903185888,0.00028426996343740063,,,,,1,0.005544576165389231,0.0,5.189267748532086,11,4,0,312.0,55445.761653892325
169048,tempo,3.6408121102809035,9.743571679278384e-05,,,,,1,0.0035474513767306784,0.0,7.081793601457175,11,11,1,313.0,35474.51376730678
169059,markets,3.0451086432108148,0.00013640575700635154,,,,,1,0.0041537034964375524,0.0,5.97751473691352,11,2,0,313.0,41537.03496437552
169070,provisional,1.9376861205072684,0.0001485298788817136,,,,,1,0.0028780428478972207,0.0,6.80243158672473,11,8,2,313.0,28780.428478972208
169081,vital,1.7571297152679697,0.00020180856891541667,,,,,1,0.0035460383323698257,0.0,7.2308380574649735,11,3,1,313.0,35460.38332369825
169092,hmm,2.3539226728385647,0.00021006855876387926,,,,,1,0.004944851433248161,0.0,5.418893715038241,11,5,0,313.0,49448.51433248161
169103,ultra,1.9819787231752564,0.0001835413740034751,,,,,1,0.0036377509809723966,0.0,7.221600174385507,11,11,1,313.0,36377.509809723975
169114,matt,2.937811030785134,0.00011606498646652944,,,,,1,0.003409769975292975,0.0,7.132155788438789,11,11,1,313.0,34097.69975292975
169125,fingers,3.273450896207861,0.00014844118580813418,,,,,1,0.004859149327177944,0.0,5.740468419618826,11,2,0,313.0,48591.49327177943
169136,applied,2.4427866831211533,0.00020558412148203114,,,,,1,0.0050219815421746715,0.0,5.685310608874586,11,2,0,313.0,50219.8154217467
169147,logging,2.1915078349464263,0.00015374981134625158,,,,,1,0.0033694391618684537,0.0,7.480943290170786,11,11,1,313.0,33694.39161868453
169158,deepest,1.3546822761954178,0.00021971600630272249,,,,,1,0.002976453795347388,0.0,8.156958469881637,11,11,2,313.0,29764.537953473882
169169,internet,1.5344567697801959,0.0003181488196796187,,,,,1,0.004881856101549698,0.0,6.095195781153235,11,2,0,314.0,48818.56101549696
169180,accumulate,4.099693376462919,9.406167011928162e-05,,,,,1,0.003856240059670589,0.0,6.39780341465167,11,4,1,314.0,38562.40059670589
169191,ain't,1.3742661288305098,0.00046881635458188967,,,,,1,0.006442784367436849,0.0,4.798975192305189,11,2,0,314.0,64427.84367436848
169202,disasters,5.176391356812835,7.039260652655085e-05,,,,,1,0.0036437968000756463,0.0,6.319035641624606,11,2,0,314.0,36437.968000756475
169213,customizable,1.494403905720441,0.0002047813822835713,,,,,1,0.0030602609750339967,0.0,8.083262499272847,11,11,2,314.0,30602.60975033997
169224,continued,2.2870807581225683,0.0001517498989764421,,,,,1,0.0034706427399606443,0.0,7.306542766005528,11,11,1,314.0,34706.42739960644
169235,beneficial,2.2812406560730114,0.0001935355039059208,,,,,1,0.004415010599037635,0.0,5.860787498318295,11,2,0,314.0,44150.10599037635
169246,game',2.428935918347264,0.00016188885555461186,,,,,1,0.003932176560367286,0.0,6.110907316556095,11,2,1,314.0,39321.765603672866
169257,mild,3.2591884646317983,0.00013517221490713644,,,,,1,0.004405517235640695,0.0,5.809258939244028,11,4,0,314.0,44055.17235640695
169268,implement,4.537786264227006,9.181698971572698e-05,,,,,1,0.0041664587475469805,0.0,6.104756994957565,11,3,0,314.0,41664.587475469816
169279,cleaner,5.001250569638863,7.219893595388265e-05,,,,,1,0.0036108496956667535,0.0,6.453188691824476,11,4,1,314.0,36108.49695666754
169290,merrier,1.3615390600022097,0.00017719533019114908,,,,,1,0.002412583633052383,0.0,8.106875348994954,11,10,3,315.0,24125.83633052383
169301,spaceship,2.434763902103342,0.00014169932500239808,,,,,1,0.0034500440146824837,0.0,6.7912423196150975,11,10,1,315.0,34500.44014682484
169312,bullet,2.010731403598033,0.00017714200879894153,,,,,1,0.003561849999884709,0.0,6.395594911069057,11,3,1,315.0,35618.49999884709
169323,aesthetic,4.087551612736141,9.974304583070238e-05,,,,,1,0.004077048478445024,0.0,6.543271630027488,11,11,0,315.0,40770.48478445024
169334,proven,3.171339262477346,0.00010615314759929232,,,,,1,0.003366476448171886,0.0,7.171754572077747,11,10,1,315.0,33664.764481718856
169345,analyze,2.084882211974245,0.0001871970087221333,,,,,1,0.003902837136195634,0.0,6.518144632742035,11,3,1,315.0,39028.37136195634
169356,witch,1.7965682456828151,0.00017450449123010186,,,,,1,0.0031350922767303625,0.0,7.185813207647275,11,3,2,316.0,31350.922767303633
169367,lesson,1.9128985424747285,0.0002836321765297833,,,,,1,0.005425595770827575,0.0,5.375850112743037,11,2,0,316.0,54255.95770827574
169378,uneven,1.7139611893696287,0.0003314864282375794,,,,,1,0.005681548728019716,0.0,5.175770806267764,11,2,0,316.0,56815.48728019716
169389,subtleties,1.5195875682968407,0.00017516807362495654,,,,,1,0.0026618322704298966,0.0,8.291995246228185,11,10,3,316.0,26618.32270429897
169400,asked,2.5650337650699795,0.0009676620782121672,,,,,1,0.02482085903791996,0.0,5.479907272267054,11,2,0,1486.0,248208.59037919962
169411,begin,2.4811914548353817,0.0009886316772114417,,,,,1,0.024529844694766,0.0,5.579804399836033,11,2,0,1486.0,245298.44694766004
169422,seven,4.3876262211871095,0.0004142758160866887,,,,,1,0.018176874334656437,0.0,6.426631679197437,11,3,0,1490.0,181768.7433465645
169433,badly,2.006993758800478,0.0013522736162645554,,,,,1,0.027140047080335156,0.0,5.175711144985012,11,2,0,1498.0,271400.47080335155
169444,intriguing,2.8191282387013947,0.000511921775060921,,,,,1,0.01443173132080386,0.0,7.372834603629476,11,10,1,1498.0,144317.31320803857
169455,reasonably,3.3232315403198487,0.0004953690399822235,,,,,1,0.016462260177668896,0.0,6.659585821875421,11,7,0,1498.0,164622.60177668894
169466,progress,4.319553059038045,0.0004928674821323754,,,,,1,0.021289672401452808,0.0,6.074908934662292,11,3,0,1499.0,212896.72401452804
169477,sounds,2.2952274290115744,0.0010696983859038668,,,,,1,0.02455201076095963,0.0,5.331152574238685,11,2,0,1500.0,245520.10760959634
169488,ameritrash,3.784161853067116,0.0005805514342505983,,,,,1,0.021969005912345158,0.0,6.025745677971414,11,4,0,1500.0,219690.0591234516
169499,blend,1.1559153402506448,0.0011720199067032332,,,,,1,0.013547557892373968,0.0,8.69324478257129,11,11,0,1505.0,135475.57892373964
169510,nights,3.3448115641584217,0.0004843293500059368,,,,,1,0.01619990410761189,0.0,7.188278641369083,11,11,0,1506.0,161999.0410761189
169521,trouble,4.897514445745326,0.00037623122454129765,,,,,1,0.018425978571314585,0.0,6.409683739275406,11,4,0,1507.0,184259.7857131459
169532,reviews,1.2136093791202889,0.00229934653927543,,,,,1,0.027905085259124388,0.0,5.040741779196943,11,2,0,1508.0,279050.8525912439
169543,tableau,8.257138784168317,0.00021332163167120846,,,,,1,0.01761426318374404,0.0,6.547666191168041,11,3,0,1509.0,176142.6318374404
169554,notch,1.7934574714340172,0.000787248939785576,,,,,1,0.014118974929369501,0.0,8.020888660684472,11,10,1,1509.0,141189.749293695
169565,munchkin,1.196713713840747,0.0035717674393839147,,,,,1,0.0427438307736058,0.0,4.203500914539748,11,2,0,1510.0,427438.30773605814
169576,counting,3.960530151419503,0.0005472286994440636,,,,,1,0.021673157638702957,0.0,5.9979156893408,11,4,0,1513.0,216731.57638702952
169587,token,6.54340046316435,0.0002615258037628465,,,,,1,0.017112680654712383,0.0,6.725438843141262,11,11,0,1514.0,171126.80654712385
169598,ratings,1.628728946594469,0.001854129596885788,,,,,1,0.030198745451854164,0.0,5.183619674078539,11,2,0,1516.0,301987.45451854164
169609,anytime,1.5682924245647003,0.0010737639668482626,,,,,1,0.016839758949786725,0.0,7.822355860206397,11,11,0,1516.0,168397.58949786724
169620,11,1.7960587793433591,0.0010864370385639509,,,,,1,0.019513047813165835,0.0,7.026656747489419,11,11,0,1518.0,195130.4781316583
169631,slight,2.8450751911448635,0.0005288000623515315,,,,,1,0.015044759384721992,0.0,7.4511763952778525,11,10,0,1518.0,150447.59384721992
169642,pictures,5.964948302135864,0.00032173834225372754,,,,,1,0.019191525783583793,0.0,6.097407160621327,11,4,0,1519.0,191915.25783583798
169653,highest,3.978821365853964,0.0004957878133490017,,,,,1,0.019726511446830245,0.0,6.5304562833965205,11,11,0,1524.0,197265.11446830246
169664,support,3.0240333524157452,0.000694566044416574,,,,,1,0.021003908837711957,0.0,6.105437362583832,11,2,0,1525.0,210039.0883771196
169675,tries,1.9546494659031999,0.00141313384889885,,,,,1,0.027621813229998713,0.0,5.090237816839099,11,2,0,1526.0,276218.13229998696
169686,telling,4.949208938329448,0.0004182293169125362,,,,,1,0.02069904273534942,0.0,6.02625169405674,11,2,0,1526.0,206990.42735349425
169697,essen,2.2421665560017328,0.0006642456314495445,,,,,1,0.014893493398064214,0.0,7.58431855620587,11,10,0,1527.0,148934.93398064218
169708,slowly,5.943979305907693,0.0003347476249137767,,,,,1,0.019897329551892384,0.0,6.37156824572617,11,4,0,1528.0,198973.29551892387
169719,masterpiece,0.6078504062063792,0.00278918726832358,,,,,1,0.01695408614036149,0.0,9.607322537316357,11,11,0,1529.0,169540.8614036149
169730,edge,4.903209610827648,0.0003563352920664312,,,,,1,0.017471866287372025,0.0,6.815474741426583,11,11,0,1531.0,174718.66287372023
169741,exploring,3.346922956918819,0.0004783535474031249,,,,,1,0.016010124693270733,0.0,7.27348990090535,11,11,0,1531.0,160101.24693270732
169752,timer,7.635234806174838,0.00023947699044758768,,,,,1,0.018284630527434204,0.0,6.35333949953542,11,3,0,1534.0,182846.30527434204
169763,rftg,4.371147279782972,0.0004347335876739253,,,,,1,0.019002845391911705,0.0,6.7162816698347285,11,11,0,1536.0,190028.45391911705
169774,solve,4.365606990180237,0.0004876073474714637,,,,,1,0.021287020445846655,0.0,6.03407065583016,11,3,0,1536.0,212870.20445846647
169785,meeple,2.768489286570465,0.0005111936770521467,,,,,1,0.014152342182814298,0.0,7.340558640664828,11,9,0,1539.0,141523.42182814304
169796,faction,2.8651388750992046,0.0006338143727015783,,,,,1,0.01815966198823908,0.0,7.164656557511517,11,11,0,1540.0,181596.6198823908
169807,please,1.2599522180860154,0.0029305684205628967,,,,,1,0.036923761817410534,0.0,4.670971268893038,11,2,0,1541.0,369237.6181741053
169818,tricky,2.0613757836077164,0.0006545074645940013,,,,,1,0.013491858377045588,0.0,7.813300783167972,11,10,0,1541.0,134918.58377045588
169829,wide,2.7906384211174573,0.0005443286211957538,,,,,1,0.015190243640227606,0.0,7.499792580018269,11,11,0,1541.0,151902.43640227607
169840,lotr,3.9628471657673483,0.000519133591043336,,,,,1,0.020572470799207095,0.0,6.532117477479668,11,11,0,1542.0,205724.70799207094
169851,print,2.872656111738061,0.0006010478145208997,,,,,1,0.01726603677830267,0.0,6.972883161685469,11,11,0,1543.0,172660.3677830267
169862,push-your-luck,2.408627472968027,0.0006914359761709501,,,,,1,0.016654116880038164,0.0,6.364651435572708,11,7,0,1544.0,166541.16880038165
169873,cold,2.7062346540417312,0.0009251051238852176,,,,,1,0.025035515448897448,0.0,6.1896508010688285,11,11,0,1545.0,250355.15448897448
169884,beer,2.708622643472566,0.0007391025135390805,,,,,1,0.020019498040194428,0.0,6.114957006341683,11,5,0,1546.0,200194.98040194422
169895,castles,3.123828800944424,0.0005176275580062029,,,,,1,0.01616979873862307,0.0,7.062790229363998,11,11,0,1546.0,161697.98738623073
169906,remains,3.2718470885897277,0.000542980109953052,,,,,1,0.017765478919120233,0.0,7.100076840922079,11,11,0,1546.0,177654.78919120235
169917,places,9.835096758481953,0.0001928405068611045,,,,,1,0.01896605043933666,0.0,6.491590129276285,11,11,0,1546.0,189660.50439336654
169928,tickets,3.573767041733669,0.00042735313323271853,,,,,1,0.015272605427287072,0.0,7.136673848111966,11,9,0,1546.0,152726.0542728707
169939,improves,2.2652592935398457,0.0006425639700201563,,,,,1,0.014555740047820178,0.0,7.594411888904401,11,10,1,1547.0,145557.40047820177
169950,tech,3.2408398901714457,0.0005657749564708072,,,,,1,0.01833586047790605,0.0,6.760344375719678,11,5,0,1549.0,183358.60477906046
169961,5-6,4.552964447360912,0.0003825705607264828,,,,,1,0.017418301615946055,0.0,6.608308309234181,11,3,0,1550.0,174183.0161594605
169972,approach,5.651462698128968,0.0003109099103074466,,,,,1,0.017570957605811583,0.0,6.792886047551772,11,10,0,1552.0,175709.57605811587
169983,captures,1.2908236292425954,0.0010465559249471193,,,,,1,0.013509191172455817,0.0,8.591724864847617,11,11,2,1552.0,135091.91172455816
169994,following,5.122389731262577,0.0004200413729762493,,,,,1,0.021516156156389736,0.0,6.134890434674515,11,2,0,1554.0,215161.56156389735
170005,pain,2.4638156237743685,0.0009871844422162422,,,,,1,0.02432240452279362,0.0,5.454019471180829,11,2,0,1555.0,243224.04522793632
170016,road,6.2416808800227646,0.00028147640824641135,,,,,1,0.017568859155291074,0.0,6.858021477695734,11,11,0,1556.0,175688.59155291074
170027,objective,2.4184605135522133,0.000949634257028086,,,,,1,0.022966529529389195,0.0,5.722553479131971,11,2,0,1556.0,229665.29529389192
170038,beautifully,1.3873869299088912,0.001063232614741767,,,,,1,0.014751150331455829,0.0,8.368750047068767,11,11,1,1557.0,147511.5033145583
170049,mistakes,5.849889411032426,0.0003150880768416084,,,,,1,0.018432304042582955,0.0,6.798629875383764,11,11,0,1558.0,184323.04042582965
170060,anywhere,3.7678311462994794,0.0005777168656283534,,,,,1,0.02176739600057021,0.0,6.383911128469606,11,11,0,1559.0,217673.9600057021
170071,weren't,2.6688634311435564,0.0009240086839648195,,,,,1,0.024660529866927912,0.0,5.503753415221041,11,2,0,1559.0,246605.2986692791
170082,2009,1.9881754169778805,0.0006906026363034993,,,,,1,0.013730391843987333,0.0,7.898674709226497,11,9,1,1560.0,137303.91843987332
170093,prevent,5.98800252124259,0.0003351904201146203,,,,,1,0.020071210807427093,0.0,6.243923709704029,11,5,0,1561.0,200712.10807427097
170104,eye,3.635444329224285,0.00046565896839877424,,,,,1,0.016928772560177538,0.0,6.798779733845122,11,10,0,1561.0,169287.72560177537
170115,alike,1.1446203138071822,0.0010890556147833714,,,,,1,0.012465551795468165,0.0,8.882706187294575,11,11,2,1563.0,124655.51795468164
170126,drop,7.403540657290603,0.0002720628617484076,,,,,1,0.02014228458293168,0.0,6.303171112048264,11,4,0,1563.0,201422.8458293168
170137,custom,2.2002384869260787,0.0007168926360494834,,,,,1,0.015773347688299633,0.0,7.605597782647561,11,11,0,1565.0,157733.47688299633
170148,endgame,3.3848585197906744,0.0006507246383408607,,,,,1,0.02202610836125768,0.0,6.001522053301304,11,4,0,1567.0,220261.0836125768
170159,icons,4.767486679055425,0.0004054839246281618,,,,,1,0.019331392092358766,0.0,6.659590201525316,11,5,0,1569.0,193313.92092358763
170170,damn,2.724381954401768,0.000855490163587539,,,,,1,0.02330681963846108,0.0,6.0389605538438955,11,3,0,1571.0,233068.19638461075
170181,surprising,2.1020477411259373,0.0006570093181395611,,,,,1,0.013810649530939566,0.0,7.71212943816732,11,9,1,1572.0,138106.4953093957
170192,activity,1.1049009732837636,0.003851381552394856,,,,,1,0.04255395225728209,0.0,4.177984906641968,11,2,0,1572.0,425539.5225728209
170203,pasted,2.004705316679791,0.0013176382241486073,,,,,1,0.02641476353411231,0.0,5.200580782920833,11,2,0,1574.0,264147.63534112315
170214,iconography,5.9334385026694,0.00030020632243543286,,,,,1,0.01781255752283182,0.0,6.905492815594778,11,10,0,1575.0,178125.57522831822
170225,equally,2.862539984984681,0.0005761358935690179,,,,,1,0.01649212032126192,0.0,7.379412318665484,11,11,0,1575.0,164921.20321261926
170236,company,1.1948081693879324,0.0021677332959496496,,,,,1,0.0259002545105487,0.0,5.268287028915358,11,2,0,1578.0,259002.545105487
170247,frequently,6.567716332161948,0.00027697575636301735,,,,,1,0.018190981986782973,0.0,6.694104176751265,11,7,0,1581.0,181909.81986782965
170258,runaway,2.019239814515515,0.0011619030612934507,,,,,1,0.023461609219711965,0.0,5.800623489947547,11,4,0,1582.0,234616.09219711964
170269,significantly,3.7938884062021008,0.0004887588159151377,,,,,1,0.018542964051295078,0.0,6.7102938096665525,11,5,0,1583.0,185429.6405129508
170280,physical,4.2246109251919615,0.0004186181127365576,,,,,1,0.017684986525501017,0.0,6.730327670691663,11,2,0,1585.0,176849.86525501014
170291,evil,3.445521901199857,0.0005831757546843107,,,,,1,0.020093448350135476,0.0,6.307575252082604,11,2,0,1586.0,200934.4835013548
170302,handle,3.9142029560814766,0.0004368558832703576,,,,,1,0.01709942589678418,0.0,7.039494882920485,11,11,0,1586.0,170994.2589678418
170313,barely,1.4264933344233262,0.002523380831074417,,,,,1,0.03599585935739249,0.0,4.675286439132243,11,3,0,1586.0,359958.59357392497
170324,convinced,1.9759840023924664,0.0013466487866396618,,,,,1,0.026609564592411986,0.0,5.5180444799839155,11,4,0,1588.0,266095.6459241198
170335,created,1.8899205704104567,0.0011222395259446046,,,,,1,0.021209435650103876,0.0,6.666280231323181,11,11,0,1590.0,212094.35650103883
170346,mistake,2.957542153245774,0.000808389069241092,,,,,1,0.02390844748503646,0.0,5.811401818305432,11,2,0,1597.0,239084.47485036464
170357,attempt,2.1356493057967105,0.0012809975018818988,,,,,1,0.02735761425621398,0.0,5.459378558589012,11,4,0,1600.0,273576.1425621397
170368,nor,1.5049610020473514,0.002261787395896855,,,,,1,0.03403901825747001,0.0,4.78252749859736,11,2,0,1601.0,340390.1825747001
170379,plain,2.3438736548794674,0.0011464417425905086,,,,,1,0.02687114597312001,0.0,5.513027732958319,11,2,0,1601.0,268711.4597312001
170390,paper,1.9490649986414803,0.0014887613247966227,,,,,1,0.029016925894922177,0.0,5.149096120750759,11,2,0,1602.0,290169.2589492218
170401,onto,12.208331879606693,0.0001607449846067096,,,,,1,0.0196242812006098,0.0,6.370756516455225,11,2,0,1604.0,196242.81200609804
170412,endless,1.6392906661615032,0.001655015626074357,,,,,1,0.027130516681751298,0.0,6.234521044408356,11,11,0,1604.0,271305.16681751295
170423,whenever,3.6795464941572167,0.0005349618546449246,,,,,1,0.019684170167665743,0.0,6.77320632243789,11,11,0,1605.0,196841.70167665748
170434,affect,9.937253175730133,0.0001924040124445087,,,,,1,0.01911967383687414,0.0,6.6120345481204446,11,10,0,1607.0,191196.7383687413
170445,poorly,1.4437251558420596,0.0025313117494259827,,,,,1,0.03654518449924864,0.0,4.6947761871965294,11,3,0,1608.0,365451.8449924864
170456,package,2.988777377384164,0.000568671693836346,,,,,1,0.01699633093696805,0.0,7.230597182056476,11,11,0,1610.0,169963.30936968047
170467,individual,4.863900647859189,0.00039135148578118575,,,,,1,0.01903494745231765,0.0,6.832572057517428,11,11,0,1613.0,190349.4745231765
170478,bluff,5.3919718530380525,0.00033429054115688883,,,,,1,0.018024851886548034,0.0,6.648867970273598,11,4,0,1616.0,180248.51886548035
170489,correct,1.9498772331562912,0.0014492843353918487,,,,,1,0.028259265299506127,0.0,5.157757739369181,11,2,0,1617.0,282592.65299506125
170500,cities',0.8636878136586709,1.5136865511482763e-05,,,,,1,0.00013073526279257892,0.0,8.966731029077524,11,10,6,19.0,1307.352627925789
170511,harming,0.9700223232118668,3.279768247341546e-05,,,,,1,0.00031814484148827584,0.0,5.173150361966419,11,3,7,19.0,3181.4484148827587
170522,sweet-spot,0.9726303323409314,1.5048977894565234e-05,,,,,1,0.00014637092370982317,0.0,8.456839719614457,11,10,6,19.0,1463.7092370982316
170533,militaristic,0.9560478689994176,1.355518336933703e-05,,,,,1,0.00012959404174151014,0.0,9.253374329838827,11,9,5,19.0,1295.9404174151014
170544,pushy,0.7925323635130368,3.4134271052706e-05,,,,,1,0.00027052514514195724,0.0,5.6468997253805915,11,4,5,19.0,2705.2514514195723
170555,benefitting,0.9840299609314308,2.015843062744781e-05,,,,,1,0.00019836499702766423,0.0,7.166740317635904,11,5,5,19.0,1983.6499702766425
170566,invovled,0.9388928593815744,1.8932222575708025e-05,,,,,1,0.000177753285885549,0.0,6.938988041662084,11,6,5,19.0,1777.5328588554903
170577,converge,1.1311834437234378,1.3711647088400073e-05,,,,,1,0.00015510388172576843,0.0,7.956163655629861,11,5,7,19.0,1551.0388172576847
170588,75th,1.0231566964544117,2.2672005546029106e-05,,,,,1,0.00023197014296471235,0.0,7.686432851970733,11,4,7,19.0,2319.7014296471234
170599,bureaucrat,0.9798354437070236,1.9122861567023543e-05,,,,,1,0.00018737257548472495,0.0,7.291247431318053,11,4,7,19.0,1873.725754847249
170610,perfunctory,1.0483143486552862,2.5047944582183568e-05,,,,,1,0.0002625811970982547,0.0,5.900617424768581,11,5,5,19.0,2625.811970982548
170621,excitingly,0.7268992420572963,2.186468093086228e-05,,,,,1,0.0001589341999646841,0.0,9.519199776950721,11,11,5,19.0,1589.3419996468413
170632,hailed,0.6359051700454826,7.592363891472545e-05,,,,,1,0.00048280234514540304,0.0,3.801218806617677,11,2,6,19.0,4828.023451454031
170643,buildings',0.8676041402427386,2.044863955220156e-05,,,,,1,0.0001774132433782149,0.0,6.988619551942551,11,4,6,19.0,1774.1324337821493
170654,iriski,0.6340255862374374,5.454783130287378e-05,,,,,1,0.0003458472071978539,0.0,5.541014107141408,11,6,6,19.0,3458.472071978538
170665,blander,0.7051668214838435,4.5246917461381376e-05,,,,,1,0.0003190662496818412,0.0,5.3602207181449355,11,3,7,19.0,3190.6624968184133
170676,medina,0.6947801667743628,2.1622646095219152e-05,,,,,1,0.0001502298566013939,0.0,8.086152958400273,11,7,7,19.0,1502.2985660139386
170687,atari,0.9611764279345394,3.601147129495341e-05,,,,,1,0.00034613377343950514,0.0,6.097075398685444,11,3,5,19.0,3461.337734395051
